O*NET-SOC Code	Task ID	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
33-1011.00	9441	RT	n/a	81.90	93	4.3275	71.7049	88.9884	N	08/2020	Incumbent
33-1011.00	21196	FT	1	11.76	86	4.3340	5.4905	23.4167	N	08/2020	Incumbent
33-1011.00	21196	FT	2	34.59	86	6.2485	23.3963	47.8040	N	08/2020	Incumbent
33-1011.00	21196	FT	3	30.36	86	7.4329	17.8077	46.7210	N	08/2020	Incumbent
33-1011.00	21196	FT	4	3.04	86	1.8949	0.8644	10.1189	N	08/2020	Incumbent
33-1011.00	21196	FT	5	11.35	86	1.8771	8.1189	15.6502	N	08/2020	Incumbent
33-1011.00	21196	FT	6	8.18	86	3.8090	3.1511	19.6278	N	08/2020	Incumbent
33-1011.00	21196	FT	7	0.72	86	0.7193	0.0968	5.1087	N	08/2020	Incumbent
33-1011.00	21196	IM	n/a	3.81	88	0.0927	3.6306	3.9991	N	08/2020	Incumbent
33-1011.00	21196	RT	n/a	96.26	94	3.2369	81.2035	99.3506	N	08/2020	Incumbent
33-1011.00	9446	FT	1	2.46	75	2.4684	0.3224	16.3961	N	08/2020	Incumbent
33-1011.00	9446	FT	2	10.81	75	4.8833	4.2280	24.9518	N	08/2020	Incumbent
33-1011.00	9446	FT	3	8.40	75	4.1484	3.0346	21.1653	N	08/2020	Incumbent
33-1011.00	9446	FT	4	9.29	75	4.2537	3.6085	21.8744	N	08/2020	Incumbent
33-1011.00	9446	FT	5	37.89	75	8.4518	22.9706	55.5093	N	08/2020	Incumbent
33-1011.00	9446	FT	6	15.63	75	4.2810	8.8449	26.1324	N	08/2020	Incumbent
33-1011.00	9446	FT	7	15.53	75	4.2034	8.8545	25.8274	N	08/2020	Incumbent
33-1011.00	9446	IM	n/a	3.75	76	0.0947	3.5654	3.9429	N	08/2020	Incumbent
33-1011.00	9446	RT	n/a	81.62	94	4.7009	70.4446	89.2172	N	08/2020	Incumbent
33-1012.00	566	FT	1	4.28	79	3.1512	0.9604	17.1272	N	08/2024	Incumbent
33-1012.00	566	FT	2	0.65	79	0.5061	0.1382	3.0162	N	08/2024	Incumbent
33-1012.00	566	FT	3	11.84	79	5.0396	4.8821	25.9884	N	08/2024	Incumbent
33-1012.00	566	FT	4	12.47	79	5.1952	5.2333	26.8727	N	08/2024	Incumbent
33-1012.00	566	FT	5	50.12	79	7.0894	36.3578	63.8592	N	08/2024	Incumbent
33-1012.00	566	FT	6	16.07	79	4.9528	8.4405	28.4568	N	08/2024	Incumbent
33-1012.00	566	FT	7	4.57	79	2.6789	1.3899	13.9916	N	08/2024	Incumbent
33-1012.00	566	IM	n/a	4.28	81	0.0779	4.1265	4.4365	N	08/2024	Incumbent
33-1012.00	566	RT	n/a	88.78	87	6.0841	70.1462	96.3848	N	08/2024	Incumbent
33-1012.00	574	FT	1	3.04	83	2.3983	0.6184	13.6562	N	08/2024	Incumbent
33-1012.00	574	FT	2	0.00	83	0.0000	n/a	n/a	N	08/2024	Incumbent
33-1012.00	574	FT	3	1.41	83	0.8852	0.4009	4.8313	N	08/2024	Incumbent
33-1012.00	574	FT	4	16.61	83	6.1446	7.6170	32.4997	N	08/2024	Incumbent
33-1012.00	574	FT	5	60.98	83	6.6357	47.2926	73.1278	N	08/2024	Incumbent
33-1012.00	574	FT	6	11.28	83	3.9044	5.5237	21.6444	N	08/2024	Incumbent
33-1012.00	574	FT	7	6.68	83	3.1263	2.5733	16.2572	N	08/2024	Incumbent
33-1012.00	574	IM	n/a	4.18	82	0.1031	3.9755	4.3857	N	08/2024	Incumbent
33-1012.00	574	RT	n/a	94.93	87	4.4166	75.1190	99.1477	N	08/2024	Incumbent
33-1012.00	571	FT	1	13.20	72	4.7922	6.1919	25.9309	N	08/2024	Incumbent
33-1012.00	571	FT	2	22.65	72	7.5618	11.0225	40.9162	N	08/2024	Incumbent
33-1012.00	571	FT	3	16.45	72	4.1048	9.7902	26.3149	N	08/2024	Incumbent
33-1012.00	571	FT	4	23.99	72	4.3023	16.4716	33.5657	N	08/2024	Incumbent
33-1012.00	571	FT	5	21.04	72	4.7295	13.1256	31.9791	N	08/2024	Incumbent
33-1012.00	571	FT	6	2.67	72	2.6256	0.3631	17.0771	N	08/2024	Incumbent
33-1012.00	571	FT	7	0.00	72	0.0000	n/a	n/a	N	08/2024	Incumbent
33-1012.00	571	IM	n/a	4.14	71	0.1201	3.9043	4.3833	N	08/2024	Incumbent
33-1012.00	571	RT	n/a	87.93	87	5.2107	73.2997	95.0842	N	08/2024	Incumbent
33-1012.00	567	FT	1	28.73	74	6.3345	17.8702	42.7510	N	08/2024	Incumbent
33-1012.00	567	FT	2	35.01	74	7.1299	22.3888	50.1478	N	08/2024	Incumbent
33-1012.00	567	FT	3	17.71	74	6.3668	8.2688	33.9546	N	08/2024	Incumbent
33-1012.00	567	FT	4	12.87	74	4.7663	5.9525	25.6263	N	08/2024	Incumbent
33-1012.00	567	FT	5	5.68	74	3.3141	1.7250	17.1241	N	08/2024	Incumbent
33-1012.00	567	FT	6	0.00	74	0.0000	n/a	n/a	N	08/2024	Incumbent
33-1012.00	567	FT	7	0.00	74	0.0000	n/a	n/a	N	08/2024	Incumbent
33-1012.00	567	IM	n/a	4.14	76	0.0881	3.9628	4.3137	N	08/2024	Incumbent
33-1012.00	567	RT	n/a	85.03	86	4.6603	73.2803	92.1613	N	08/2024	Incumbent
33-1012.00	564	FT	1	4.13	86	2.4001	1.2757	12.5698	N	08/2024	Incumbent
33-1012.00	564	FT	2	7.75	86	3.2147	3.3222	17.0401	N	08/2024	Incumbent
33-1012.00	564	FT	3	8.87	86	3.6535	3.8099	19.2939	N	08/2024	Incumbent
33-1012.00	564	FT	4	20.21	86	5.4150	11.4988	33.0591	N	08/2024	Incumbent
33-1012.00	564	FT	5	46.27	86	8.0850	31.0877	62.1797	N	08/2024	Incumbent
33-1012.00	564	FT	6	7.79	86	4.7270	2.2310	23.8160	N	08/2024	Incumbent
33-1012.00	564	FT	7	4.98	86	2.8768	1.5399	14.9330	N	08/2024	Incumbent
33-1012.00	564	IM	n/a	4.13	82	0.0894	3.9569	4.3125	N	08/2024	Incumbent
33-1012.00	564	RT	n/a	99.72	87	0.2899	97.8012	99.9660	N	08/2024	Incumbent
33-1012.00	569	FT	1	1.94	79	1.8260	0.2898	11.8173	N	08/2024	Incumbent
33-1012.00	569	FT	2	7.10	79	2.6937	3.2753	14.6970	N	08/2024	Incumbent
33-1012.00	569	FT	3	8.91	79	4.2369	3.3445	21.6636	N	08/2024	Incumbent
33-1012.00	569	FT	4	17.61	79	4.3890	10.4748	28.0718	N	08/2024	Incumbent
33-1012.00	569	FT	5	49.48	79	4.7552	40.1392	58.8498	N	08/2024	Incumbent
33-1012.00	569	FT	6	12.10	79	5.7170	4.5089	28.6415	N	08/2024	Incumbent
33-1012.00	569	FT	7	2.87	79	2.5835	0.4667	15.7387	N	08/2024	Incumbent
33-1012.00	569	IM	n/a	4.13	79	0.1317	3.8652	4.3897	N	08/2024	Incumbent
33-1012.00	569	RT	n/a	93.52	87	2.5222	86.3175	97.0569	N	08/2024	Incumbent
33-1012.00	565	FT	1	0.00	84	0.0000	n/a	n/a	N	08/2024	Incumbent
33-1012.00	565	FT	2	27.46	84	4.3342	19.7143	36.8493	N	08/2024	Incumbent
33-1012.00	565	FT	3	28.63	84	5.1176	19.5979	39.7638	N	08/2024	Incumbent
33-1012.00	565	FT	4	28.73	84	5.1615	19.6290	39.9634	N	08/2024	Incumbent
33-1012.00	565	FT	5	14.21	84	4.9415	6.8858	27.0558	N	08/2024	Incumbent
33-1012.00	565	FT	6	0.29	84	0.2983	0.0369	2.2231	N	08/2024	Incumbent
33-1012.00	565	FT	7	0.68	84	0.5269	0.1450	3.1297	N	08/2024	Incumbent
33-1012.00	565	IM	n/a	4.09	84	0.0861	3.9158	4.2582	N	08/2024	Incumbent
33-1012.00	565	RT	n/a	97.28	87	2.2323	86.9900	99.4796	N	08/2024	Incumbent
33-1012.00	568	FT	1	3.55	81	2.0363	1.1144	10.7307	N	08/2024	Incumbent
33-1012.00	568	FT	2	17.33	81	5.2568	9.1768	30.3203	N	08/2024	Incumbent
33-1012.00	568	FT	3	36.30	81	4.0851	28.6176	44.7479	N	08/2024	Incumbent
33-1012.00	568	FT	4	12.67	81	5.2678	5.3294	27.2321	N	08/2024	Incumbent
33-1012.00	568	FT	5	24.58	81	5.4767	15.3270	36.9750	N	08/2024	Incumbent
33-1012.00	568	FT	6	2.63	81	2.4940	0.3865	15.8054	N	08/2024	Incumbent
33-1012.00	568	FT	7	2.94	81	2.4705	0.5365	14.5125	N	08/2024	Incumbent
33-1012.00	568	IM	n/a	4.07	80	0.0882	3.8990	4.2502	N	08/2024	Incumbent
33-1012.00	568	RT	n/a	89.22	87	3.3782	80.4559	94.3278	N	08/2024	Incumbent
33-1012.00	575	FT	1	25.33	73	9.3150	11.2728	47.5164	N	08/2024	Incumbent
33-1012.00	575	FT	2	44.79	73	9.7339	27.0164	64.0049	N	08/2024	Incumbent
33-1012.00	575	FT	3	17.06	73	4.9201	9.3235	29.1462	N	08/2024	Incumbent
33-1012.00	575	FT	4	6.39	73	4.1907	1.6600	21.6234	N	08/2024	Incumbent
33-1012.00	575	FT	5	6.44	73	4.4924	1.5310	23.3333	N	08/2024	Incumbent
33-1012.00	575	FT	6	0.00	73	0.0000	n/a	n/a	N	08/2024	Incumbent
33-1012.00	575	FT	7	0.00	73	0.0000	n/a	n/a	N	08/2024	Incumbent
33-1012.00	575	IM	n/a	4.06	75	0.1342	3.7938	4.3286	N	08/2024	Incumbent
33-1012.00	575	RT	n/a	83.33	86	7.2489	63.9163	93.3841	N	08/2024	Incumbent
33-1012.00	570	FT	1	7.06	78	3.9075	2.2659	19.9140	N	08/2024	Incumbent
33-1012.00	570	FT	2	27.75	78	6.0568	17.3883	41.2100	N	08/2024	Incumbent
33-1012.00	570	FT	3	5.29	78	2.6284	1.9262	13.7004	N	08/2024	Incumbent
33-1012.00	570	FT	4	16.24	78	5.6007	7.8696	30.5646	N	08/2024	Incumbent
33-1012.00	570	FT	5	29.12	78	5.5685	19.3582	41.2794	N	08/2024	Incumbent
33-1012.00	570	FT	6	13.48	78	6.1075	5.2037	30.6516	N	08/2024	Incumbent
33-1012.00	570	FT	7	1.07	78	0.8372	0.2216	4.9730	N	08/2024	Incumbent
33-1012.00	570	IM	n/a	4.02	79	0.0814	3.8625	4.1867	N	08/2024	Incumbent
33-1012.00	570	RT	n/a	83.76	87	8.3946	60.1960	94.6195	N	08/2024	Incumbent
33-1012.00	577	FT	1	4.18	72	2.5529	1.2062	13.4577	N	08/2024	Incumbent
33-1012.00	577	FT	2	23.37	72	8.4174	10.6730	43.7753	N	08/2024	Incumbent
33-1012.00	577	FT	3	22.93	72	4.8971	14.6169	34.0779	N	08/2024	Incumbent
33-1012.00	577	FT	4	25.38	72	7.2357	13.7030	42.1503	N	08/2024	Incumbent
33-1012.00	577	FT	5	23.47	72	6.4694	13.0075	38.6072	N	08/2024	Incumbent
33-1012.00	577	FT	6	0.34	72	0.3513	0.0424	2.6412	N	08/2024	Incumbent
33-1012.00	577	FT	7	0.34	72	0.3513	0.0424	2.6412	N	08/2024	Incumbent
33-1012.00	577	IM	n/a	4.00	72	0.1057	3.7853	4.2067	N	08/2024	Incumbent
33-1012.00	577	RT	n/a	83.65	87	6.4517	66.7009	92.8928	N	08/2024	Incumbent
33-1012.00	573	FT	1	10.21	74	4.7517	3.8933	24.2134	N	08/2024	Incumbent
33-1012.00	573	FT	2	40.28	74	9.5190	23.4593	59.7432	N	08/2024	Incumbent
33-1012.00	573	FT	3	21.29	74	4.5910	13.5443	31.8304	N	08/2024	Incumbent
33-1012.00	573	FT	4	18.53	74	5.8587	9.4980	33.0179	N	08/2024	Incumbent
33-1012.00	573	FT	5	3.95	74	2.7415	0.9625	14.7961	N	08/2024	Incumbent
33-1012.00	573	FT	6	5.74	74	3.1517	1.8733	16.2784	N	08/2024	Incumbent
33-1012.00	573	FT	7	0.00	74	0.0000	n/a	n/a	N	08/2024	Incumbent
33-1012.00	573	IM	n/a	3.90	74	0.1378	3.6285	4.1780	N	08/2024	Incumbent
33-1012.00	573	RT	n/a	83.43	87	5.7514	68.7714	92.0107	N	08/2024	Incumbent
33-1012.00	576	FT	1	18.74	76	6.9979	8.4484	36.5476	N	08/2024	Incumbent
33-1012.00	576	FT	2	40.58	76	5.6880	29.9144	52.2106	N	08/2024	Incumbent
33-1012.00	576	FT	3	23.12	76	4.2876	15.6860	32.7211	N	08/2024	Incumbent
33-1012.00	576	FT	4	10.04	76	4.3717	4.0825	22.6437	N	08/2024	Incumbent
33-1012.00	576	FT	5	4.50	76	2.9599	1.1832	15.6670	N	08/2024	Incumbent
33-1012.00	576	FT	6	2.70	76	2.7849	0.3346	18.6532	N	08/2024	Incumbent
33-1012.00	576	FT	7	0.32	76	0.3282	0.0404	2.4509	N	08/2024	Incumbent
33-1012.00	576	IM	n/a	3.88	74	0.1358	3.6050	4.1462	N	08/2024	Incumbent
33-1012.00	576	RT	n/a	86.85	87	6.4701	68.1676	95.3171	N	08/2024	Incumbent
33-1012.00	581	FT	1	30.16	58	6.7263	18.5542	45.0089	N	08/2024	Incumbent
33-1012.00	581	FT	2	31.73	58	6.5289	20.2677	45.9437	N	08/2024	Incumbent
33-1012.00	581	FT	3	19.71	58	7.0483	9.1409	37.4563	N	08/2024	Incumbent
33-1012.00	581	FT	4	15.05	58	6.7790	5.7759	33.8754	N	08/2024	Incumbent
33-1012.00	581	FT	5	3.35	58	3.3889	0.4237	21.9994	N	08/2024	Incumbent
33-1012.00	581	FT	6	0.00	58	0.0000	n/a	n/a	N	08/2024	Incumbent
33-1012.00	581	FT	7	0.00	58	0.0000	n/a	n/a	N	08/2024	Incumbent
33-1012.00	581	IM	n/a	3.64	58	0.0634	3.5144	3.7683	N	08/2024	Incumbent
33-1012.00	581	RT	n/a	72.08	87	7.3209	55.6055	84.1763	N	08/2024	Incumbent
33-1012.00	578	FT	1	8.33	79	4.2427	2.9187	21.5484	N	08/2024	Incumbent
33-1012.00	578	FT	2	18.88	79	6.3122	9.2913	34.5836	N	08/2024	Incumbent
33-1012.00	578	FT	3	26.87	79	6.3232	16.2202	41.0808	N	08/2024	Incumbent
33-1012.00	578	FT	4	11.91	79	4.5362	5.4097	24.2300	N	08/2024	Incumbent
33-1012.00	578	FT	5	28.18	79	7.6097	15.6536	45.3367	N	08/2024	Incumbent
33-1012.00	578	FT	6	5.83	79	2.9082	2.1130	15.0914	N	08/2024	Incumbent
33-1012.00	578	FT	7	0.00	79	0.0000	n/a	n/a	N	08/2024	Incumbent
33-1012.00	578	IM	n/a	3.51	78	0.1679	3.1780	3.8465	N	08/2024	Incumbent
33-1012.00	578	RT	n/a	91.11	87	2.3284	85.2705	94.7820	N	08/2024	Incumbent
33-1012.00	582	FT	1	11.35	52	3.6719	5.7947	21.0326	N	08/2024	Incumbent
33-1012.00	582	FT	2	22.89	52	9.9373	8.7496	47.8963	N	08/2024	Incumbent
33-1012.00	582	FT	3	24.41	52	6.6642	13.5277	40.0090	N	08/2024	Incumbent
33-1012.00	582	FT	4	28.20	52	7.7303	15.4340	45.8085	N	08/2024	Incumbent
33-1012.00	582	FT	5	5.79	52	2.5294	2.3618	13.4864	N	08/2024	Incumbent
33-1012.00	582	FT	6	7.36	52	4.1493	2.2874	21.2331	N	08/2024	Incumbent
33-1012.00	582	FT	7	0.00	52	0.0000	n/a	n/a	N	08/2024	Incumbent
33-1012.00	582	IM	n/a	3.48	55	0.1968	3.0835	3.8725	N	08/2024	Incumbent
33-1012.00	582	RT	n/a	69.37	86	8.1797	51.3022	82.9620	N	08/2024	Incumbent
33-1012.00	580	FT	1	11.72	68	6.2523	3.8238	30.7247	N	08/2024	Incumbent
33-1012.00	580	FT	2	26.87	68	4.8428	18.3416	37.5321	N	08/2024	Incumbent
33-1012.00	580	FT	3	33.09	68	6.0192	22.3231	45.9690	N	08/2024	Incumbent
33-1012.00	580	FT	4	12.13	68	3.5321	6.6532	21.1051	N	08/2024	Incumbent
33-1012.00	580	FT	5	16.19	68	6.0343	7.3671	31.9419	N	08/2024	Incumbent
33-1012.00	580	FT	6	0.00	68	0.0000	n/a	n/a	N	08/2024	Incumbent
33-1012.00	580	FT	7	0.00	68	0.0000	n/a	n/a	N	08/2024	Incumbent
33-1012.00	580	IM	n/a	3.40	66	0.1254	3.1462	3.6470	N	08/2024	Incumbent
33-1012.00	580	RT	n/a	77.06	86	10.9388	49.5328	91.9956	N	08/2024	Incumbent
33-1012.00	572	FT	1	31.03	57	8.5189	16.8512	49.9656	N	08/2024	Incumbent
33-1012.00	572	FT	2	41.71	57	8.1184	26.8231	58.2784	N	08/2024	Incumbent
33-1012.00	572	FT	3	14.30	57	7.8782	4.3988	37.6874	N	08/2024	Incumbent
33-1012.00	572	FT	4	4.59	57	4.0022	0.7639	23.0919	N	08/2024	Incumbent
33-1012.00	572	FT	5	8.38	57	5.5596	2.0980	28.0665	N	08/2024	Incumbent
33-1012.00	572	FT	6	0.00	57	0.0000	n/a	n/a	N	08/2024	Incumbent
33-1012.00	572	FT	7	0.00	57	0.0000	n/a	n/a	N	08/2024	Incumbent
33-1012.00	572	IM	n/a	3.64	58	0.1677	3.3051	3.9767	N	08/2024	Incumbent
33-1012.00	572	RT	n/a	62.43	86	10.9417	39.6625	80.7770	N	08/2024	Incumbent
33-1012.00	579	FT	1	20.20	53	5.4846	11.3357	33.3762	N	08/2024	Incumbent
33-1012.00	579	FT	2	28.94	53	9.5499	13.8204	50.8373	N	08/2024	Incumbent
33-1012.00	579	FT	3	25.81	53	7.0787	14.2151	42.2140	N	08/2024	Incumbent
33-1012.00	579	FT	4	5.12	53	4.6610	0.7823	26.9992	N	08/2024	Incumbent
33-1012.00	579	FT	5	18.31	53	5.2716	9.9480	31.2516	N	08/2024	Incumbent
33-1012.00	579	FT	6	1.08	53	1.1240	0.1339	8.2334	N	08/2024	Incumbent
33-1012.00	579	FT	7	0.54	53	0.5591	0.0666	4.2142	N	08/2024	Incumbent
33-1012.00	579	IM	n/a	3.46	53	0.1599	3.1357	3.7773	N	08/2024	Incumbent
33-1012.00	579	RT	n/a	57.99	86	6.1181	45.5875	69.4597	N	08/2024	Incumbent
33-1012.00	583	FT	1	34.69	47	10.0439	17.8753	56.4586	N	08/2024	Incumbent
33-1012.00	583	FT	2	21.15	47	6.8365	10.5161	37.9713	N	08/2024	Incumbent
33-1012.00	583	FT	3	9.54	47	5.2753	2.9915	26.5230	N	08/2024	Incumbent
33-1012.00	583	FT	4	22.18	47	7.1447	11.0233	39.6041	N	08/2024	Incumbent
33-1012.00	583	FT	5	4.94	47	5.3048	0.5332	33.5356	N	08/2024	Incumbent
33-1012.00	583	FT	6	7.49	47	6.1911	1.3222	32.8465	N	08/2024	Incumbent
33-1012.00	583	FT	7	0.00	47	0.0000	n/a	n/a	N	08/2024	Incumbent
33-1012.00	583	IM	n/a	3.13	46	0.1512	2.8256	3.4347	N	08/2024	Incumbent
33-1012.00	583	RT	n/a	47.74	87	9.0659	30.7304	65.2941	N	08/2024	Incumbent
33-1021.00	22911	FT	1	15.71	48	6.3514	6.6325	32.8497	N	08/2026	Incumbent
33-1021.00	22911	FT	2	6.16	48	3.7251	1.7656	19.3537	N	08/2026	Incumbent
33-1021.00	22911	FT	3	8.97	48	3.5450	3.9488	19.0922	N	08/2026	Incumbent
33-1021.00	22911	FT	4	22.76	48	13.7642	5.7496	58.7395	N	08/2026	Incumbent
33-1021.00	22911	FT	5	28.20	48	14.8140	8.2666	63.1175	N	08/2026	Incumbent
33-1021.00	22911	FT	6	17.66	48	6.7866	7.7371	35.4187	N	08/2026	Incumbent
33-1021.00	22911	FT	7	0.54	48	0.4714	0.0931	3.0730	N	08/2026	Incumbent
33-1021.00	22911	IM	n/a	4.59	47	0.1171	4.3529	4.8245	N	08/2026	Incumbent
33-1021.00	22911	RT	n/a	92.56	53	2.9783	83.9311	96.7351	N	08/2026	Incumbent
33-1021.00	22916	FT	1	3.09	49	2.9589	0.4356	18.8613	N	08/2026	Incumbent
33-1021.00	22916	FT	2	0.00	49	0.0000	n/a	n/a	N	08/2026	Incumbent
33-1021.00	22916	FT	3	25.66	49	11.9566	8.9186	54.9001	N	08/2026	Incumbent
33-1021.00	22916	FT	4	11.51	49	6.5309	3.4578	32.0729	N	08/2026	Incumbent
33-1021.00	22916	FT	5	47.31	49	8.5971	30.9747	64.2351	N	08/2026	Incumbent
33-1021.00	22916	FT	6	11.23	49	10.3617	1.5394	50.5657	N	08/2026	Incumbent
33-1021.00	22916	FT	7	1.20	49	1.2362	0.1508	8.9612	N	08/2026	Incumbent
33-1021.00	22916	IM	n/a	4.52	49	0.1871	4.1401	4.8924	N	08/2026	Incumbent
33-1021.00	22916	RT	n/a	90.15	53	6.7789	66.4192	97.6945	N	08/2026	Incumbent
33-1021.00	22910	FT	1	6.85	48	6.2108	1.0268	34.2599	N	08/2026	Incumbent
33-1021.00	22910	FT	2	11.67	48	6.4245	3.6315	31.6425	N	08/2026	Incumbent
33-1021.00	22910	FT	3	29.36	48	9.7935	13.8484	51.7987	N	08/2026	Incumbent
33-1021.00	22910	FT	4	17.42	48	4.4458	10.1790	28.2063	N	08/2026	Incumbent
33-1021.00	22910	FT	5	26.31	48	11.7237	9.5689	54.6529	N	08/2026	Incumbent
33-1021.00	22910	FT	6	2.90	48	2.2749	0.5846	13.1719	N	08/2026	Incumbent
33-1021.00	22910	FT	7	5.49	48	5.3130	0.7334	31.3201	N	08/2026	Incumbent
33-1021.00	22910	IM	n/a	4.47	48	0.2119	4.0409	4.8935	N	08/2026	Incumbent
33-1021.00	22910	RT	n/a	87.84	53	6.2692	68.9898	95.9143	N	08/2026	Incumbent
33-1021.00	22913	FT	1	0.00	53	0.0000	n/a	n/a	N	08/2026	Incumbent
33-1021.00	22913	FT	2	26.25	53	11.3650	9.8746	53.6170	N	08/2026	Incumbent
33-1021.00	22913	FT	3	30.00	53	13.7210	10.3547	61.3915	N	08/2026	Incumbent
33-1021.00	22913	FT	4	17.63	53	5.1131	9.5518	30.2580	N	08/2026	Incumbent
33-1021.00	22913	FT	5	14.20	53	10.4941	2.8551	48.2406	N	08/2026	Incumbent
33-1021.00	22913	FT	6	6.91	53	3.1490	2.7039	16.5445	N	08/2026	Incumbent
33-1021.00	22913	FT	7	5.01	53	4.7988	0.6932	28.5110	N	08/2026	Incumbent
33-1021.00	22913	IM	n/a	4.40	52	0.2440	3.9121	4.8917	N	08/2026	Incumbent
33-1021.00	22913	RT	n/a	100.00	53	0.0000	n/a	n/a	N	08/2026	Incumbent
33-1021.00	22914	FT	1	9.14	46	4.5703	3.2118	23.3570	N	08/2026	Incumbent
33-1021.00	22914	FT	2	9.07	46	4.6415	3.1128	23.6568	N	08/2026	Incumbent
33-1021.00	22914	FT	3	25.17	46	14.3900	6.7355	61.0469	N	08/2026	Incumbent
33-1021.00	22914	FT	4	6.09	46	3.6048	1.7892	18.7526	N	08/2026	Incumbent
33-1021.00	22914	FT	5	37.60	46	11.2230	18.6918	61.2244	N	08/2026	Incumbent
33-1021.00	22914	FT	6	5.70	46	5.4997	0.7637	32.1874	N	08/2026	Incumbent
33-1021.00	22914	FT	7	7.23	46	5.5746	1.4406	29.3603	N	08/2026	Incumbent
33-1021.00	22914	IM	n/a	4.39	45	0.2044	3.9738	4.7978	N	08/2026	Incumbent
33-1021.00	22914	RT	n/a	84.56	53	10.0085	54.0478	96.2245	N	08/2026	Incumbent
33-1021.00	22936	FT	1	6.94	50	5.7841	1.2169	31.0888	N	08/2026	Incumbent
33-1021.00	22936	FT	2	33.11	50	10.5547	15.9654	56.3295	N	08/2026	Incumbent
33-1021.00	22936	FT	3	37.87	50	4.1562	29.9418	46.5030	N	08/2026	Incumbent
33-1021.00	22936	FT	4	5.88	50	3.6147	1.6516	18.8413	N	08/2026	Incumbent
33-1021.00	22936	FT	5	16.20	50	11.2299	3.5396	50.4721	N	08/2026	Incumbent
33-1021.00	22936	FT	6	0.00	50	0.0000	n/a	n/a	N	08/2026	Incumbent
33-1021.00	22936	FT	7	0.00	50	0.0000	n/a	n/a	N	08/2026	Incumbent
33-1021.00	22936	IM	n/a	4.30	49	0.2694	3.7591	4.8424	N	08/2026	Incumbent
33-1021.00	22936	RT	n/a	90.26	53	6.8062	66.2175	97.7670	N	08/2026	Incumbent
33-1021.00	22915	FT	1	4.44	50	3.2093	1.0063	17.5213	N	08/2026	Incumbent
33-1021.00	22915	FT	2	19.97	50	8.6753	7.7352	42.6213	N	08/2026	Incumbent
33-1021.00	22915	FT	3	31.97	50	9.2242	16.6977	52.4298	N	08/2026	Incumbent
33-1021.00	22915	FT	4	6.67	50	4.2316	1.7921	21.8818	N	08/2026	Incumbent
33-1021.00	22915	FT	5	36.83	50	14.7970	13.9688	67.6657	N	08/2026	Incumbent
33-1021.00	22915	FT	6	0.00	50	0.0000	n/a	n/a	N	08/2026	Incumbent
33-1021.00	22915	FT	7	0.12	50	0.1211	0.0144	0.9344	N	08/2026	Incumbent
33-1021.00	22915	IM	n/a	4.29	50	0.1239	4.0450	4.5431	N	08/2026	Incumbent
33-1021.00	22915	RT	n/a	89.55	53	6.6766	67.1827	97.2900	N	08/2026	Incumbent
33-1021.00	22939	FT	1	18.84	34	9.4675	6.1811	44.9994	N	08/2026	Incumbent
33-1021.00	22939	FT	2	43.81	34	14.3883	19.1837	71.9142	N	08/2026	Incumbent
33-1021.00	22939	FT	3	21.98	34	7.2580	10.6383	39.9904	N	08/2026	Incumbent
33-1021.00	22939	FT	4	0.00	34	0.0000	n/a	n/a	N	08/2026	Incumbent
33-1021.00	22939	FT	5	15.37	34	8.7519	4.4181	41.6542	N	08/2026	Incumbent
33-1021.00	22939	FT	6	0.00	34	0.0000	n/a	n/a	N	08/2026	Incumbent
33-1021.00	22939	FT	7	0.00	34	0.0000	n/a	n/a	N	08/2026	Incumbent
33-1021.00	22939	IM	n/a	4.28	34	0.1488	3.9780	4.5835	N	08/2026	Incumbent
33-1021.00	22939	RT	n/a	68.59	53	14.0153	37.1817	88.9562	N	08/2026	Incumbent
33-1021.00	22912	FT	1	17.11	48	6.4948	7.5891	34.1485	N	08/2026	Incumbent
33-1021.00	22912	FT	2	30.80	48	9.6822	15.1403	52.6041	N	08/2026	Incumbent
33-1021.00	22912	FT	3	21.17	48	5.4879	12.1732	34.2291	N	08/2026	Incumbent
33-1021.00	22912	FT	4	5.21	48	3.4262	1.3437	18.1613	N	08/2026	Incumbent
33-1021.00	22912	FT	5	20.16	48	10.4208	6.4263	48.1554	N	08/2026	Incumbent
33-1021.00	22912	FT	6	0.12	48	0.1223	0.0145	0.9469	N	08/2026	Incumbent
33-1021.00	22912	FT	7	5.43	48	5.2623	0.7268	31.0786	N	08/2026	Incumbent
33-1021.00	22912	IM	n/a	4.24	48	0.1207	3.9955	4.4809	N	08/2026	Incumbent
33-1021.00	22912	RT	n/a	88.69	53	6.4840	68.1865	96.6339	N	08/2026	Incumbent
33-1021.00	22921	FT	1	2.21	33	2.3630	0.2419	17.3515	N	08/2026	Incumbent
33-1021.00	22921	FT	2	29.89	33	10.5710	13.2400	54.3648	N	08/2026	Incumbent
33-1021.00	22921	FT	3	50.93	33	11.4533	28.9822	72.5273	N	08/2026	Incumbent
33-1021.00	22921	FT	4	3.98	33	3.1310	0.7738	18.0334	N	08/2026	Incumbent
33-1021.00	22921	FT	5	12.99	33	5.3541	5.3839	28.1532	N	08/2026	Incumbent
33-1021.00	22921	FT	6	0.00	33	0.0000	n/a	n/a	N	08/2026	Incumbent
